    31    4   0.17392742256872E+00   0.32607257743127E+00   0.32607257743127E+00   0.17392742256872E+00
     9    9    3   0.29540813255048E-24   0.32257722471766E-24   0.37223551694810E-24   0.44008911488816E-24
     9    9    4   0.96870070105055E-25   0.10489075354825E-24   0.11900548321389E-24   0.14027106122965E-24
     9    9    5   0.35138718127734E-25   0.37331852350772E-25   0.40140344343281E-25   0.47396653748989E-25
     9    9    6   0.13894294851243E-25   0.15191255556302E-25   0.15839864253713E-25   0.26166765698494E-25
     9    9    7   0.67372092947983E-26   0.89037007873003E-26   0.99162538242435E-26   0.33981173826842E-25
     9    9    8   0.71068584650195E-26   0.76731132332113E-26   0.13010308199663E-25   0.75423076236670E-25
     9    9    9   0.77845578749023E-26   0.11001534534660E-25   0.30357899539489E-25   0.19923425347217E-24
     9    9   10   0.10930976242602E-25   0.21140331400868E-25   0.87970081149971E-25   0.58966075040972E-24
     9    9   11   0.21183330320730E-25   0.52363491558164E-25   0.26551227119421E-24   0.18089285961912E-23
     9    9   12   0.54276490129489E-25   0.15190932013296E-24   0.83316543532139E-24   0.57343416313804E-23
     9    9   13   0.15703929758085E-24   0.45929490715445E-24   0.25960793776181E-23   0.17943141275685E-22
     9   10    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   10   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
     9   11   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    1   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    2   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10    3    1   0.71260745793642E-22   0.83927129835133E-22   0.10486389068198E-21   0.12471354120049E-21
    10    3    2   0.22333374252957E-22   0.26301276451529E-22   0.32858895029643E-22   0.39076702957878E-22
    10    3    3   0.71324368111594E-23   0.83980418431902E-23   0.10488627032126E-22   0.12472922495140E-22
    10    3    4   0.22395638972217E-23   0.26354037760235E-23   0.32881265561027E-23   0.39087706402353E-23
    10    3    5   0.71969989510539E-24   0.84509593239887E-24   0.10535177761960E-23   0.12485923020869E-23
    10    3    6   0.23084111868079E-24   0.26905088413468E-24   0.33499505931236E-24   0.39547265940537E-24
    10    3    7   0.78850554338916E-25   0.90403052203504E-25   0.11262777414923E-24   0.13671244724620E-24
    10    3    8   0.30109791481048E-25   0.33658737475617E-25   0.44600902913350E-25   0.85477742867871E-25
    10    3    9   0.15675396665263E-25   0.18978699699004E-25   0.40572870772122E-25   0.16719863148712E-24
    10    3   10   0.14368404152800E-25   0.23635610883679E-25   0.93417724178151E-25   0.49638439372312E-24
    10    3   11   0.24488072205589E-25   0.53752245132040E-25   0.27763134600669E-24   0.15394526255227E-23
    10    3   12   0.61666750752217E-25   0.15569911165467E-24   0.87865192921558E-24   0.49040023528688E-23
    10    3   13   0.17859930909655E-24   0.47404000255644E-24   0.27476844303729E-23   0.15359032985558E-22
    10    4    1   0.41828350119679E-22   0.48664799720838E-22   0.60015359221753E-22   0.71263469417587E-22
    10    4    2   0.13110800074912E-22   0.15252222936970E-22   0.18806561968963E-22   0.22329483295819E-22
    10    4    3   0.41884539717197E-23   0.48712983830956E-23   0.60035708317084E-23   0.71269320594229E-23
    10    4    4   0.13166164733489E-23   0.15299385181729E-23   0.18824257846852E-23   0.22339680188112E-23
    10    4    5   0.42470397378425E-24   0.49186484898889E-24   0.60445369398677E-24   0.71400958359267E-24
    10    4    6   0.13761791338938E-24   0.15791328403475E-24   0.19314594236718E-24   0.22741367837597E-24
    10    4    7   0.48399150005196E-25   0.54383966210552E-25   0.65970067834878E-25   0.81382341999105E-25
    10    4    8   0.19781264665844E-25   0.21735254849411E-25   0.28412572936504E-25   0.64613675101470E-25
    10    4    9   0.11541329323639E-25   0.14051500374927E-25   0.30721649375378E-25   0.14236653182911E-24
    10    4   10   0.11591587624462E-25   0.19195238995769E-25   0.75332202939475E-25   0.43015574437024E-24
    10    4   11   0.20068505517540E-25   0.44247000652254E-25   0.22520686247468E-24   0.13354375201081E-23
    10    4   12   0.50002377800840E-25   0.12785924034324E-24   0.71109763564991E-24   0.42539741703628E-23
    10    4   13   0.14374026243769E-24   0.38861618844502E-24   0.22237195075219E-23   0.13317379596988E-22
    10    5    1   0.24545085333522E-22   0.28209987134072E-22   0.34345105348138E-22   0.40724367609116E-22
    10    5    2   0.76947683719639E-23   0.88424025421528E-23   0.10762429811981E-22   0.12760489565338E-22
    10    5    3   0.24595849676219E-23   0.28252731228527E-23   0.34359196305883E-23   0.40730360391182E-23
    10    5    4   0.77459976311811E-24   0.88847117676402E-24   0.10782508306181E-23   0.12767836916648E-23
    10    5    5   0.25123251443963E-24   0.28682268139333E-24   0.34722617518332E-24   0.40909682237804E-24
    10    5    6   0.82714602636111E-25   0.93310499988913E-25   0.11177621220545E-24   0.13128537881856E-24
    10    5    7   0.30378196987629E-25   0.33329924449286E-25   0.38977401202798E-25   0.50583879859696E-25
    10    5    8   0.13542064456639E-25   0.14646667370990E-25   0.19005079417737E-25   0.52420031738533E-25
    10    5    9   0.89269532668126E-26   0.10920073882187E-25   0.24242208921262E-25   0.12561777682831E-24
    10    5   10   0.96660704918407E-26   0.16062561592192E-25   0.62515609763765E-25   0.38234114819667E-24
    10    5   11   0.16842381536084E-25   0.37241744075091E-25   0.18798300546817E-24   0.11888107450952E-23
    10    5   12   0.41484620261923E-25   0.10709481586389E-24   0.59301425231980E-24   0.37857918528820E-23
    10    5   13   0.11851070920758E-24   0.32482902438655E-24   0.18533955334412E-23   0.11855274979946E-22
    10    6    1   0.14400466131526E-22   0.16349341448516E-22   0.19653048983491E-22   0.23271986213816E-22
    10    6    2   0.45157750888380E-23   0.51256523487836E-23   0.61593240201344E-23   0.72939728985785E-23
    10    6    3   0.14447951634584E-23   0.16387834823936E-23   0.19671005404123E-23   0.23280710014803E-23
    10    6    4   0.45632059686017E-24   0.51650650258847E-24   0.61845535630486E-24   0.73058829636926E-24
    10    6    5   0.14923295185304E-24   0.16783510917871E-24   0.19966960987372E-24   0.23466549408443E-24
    10    6    6   0.50342871801807E-25   0.55716746194477E-25   0.65038364642654E-25   0.76351450731859E-25
    10    6    7   0.19610514313432E-25   0.20964056836207E-25   0.23446423781996E-25   0.34519796804426E-25
    10    6    8   0.97156800668121E-26   0.10213425247761E-25   0.13398289529355E-25   0.45192076281082E-25
    10    6    9   0.71928193051134E-26   0.89016248236015E-26   0.19903597827540E-25   0.11483810697173E-24
    10    6   10   0.82745639147342E-26   0.13802959756770E-25   0.53066907885149E-25   0.34937987933920E-24
    10    6   11   0.14408317466097E-25   0.32004770665878E-25   0.15982872830729E-24   0.10818859579193E-23
    10    6   12   0.35061486444473E-25   0.91461909055787E-25   0.50390728298854E-24   0.34426986847176E-23
    10    6   13   0.99488417378067E-25   0.27641756159012E-24   0.15726891378673E-23   0.10783340087307E-22
    10    7    1   0.84448667229692E-23   0.94693345245597E-23   0.11247821803200E-22   0.13297788932723E-22
    10    7    2   0.26495947442682E-23   0.29696075161229E-23   0.35257548622146E-23   0.41689121673775E-23
    10    7    3   0.84901689605844E-24   0.95053257856498E-24   0.11270051336601E-23   0.13320881336417E-23
    10    7    4   0.26934671788293E-24   0.30072442628155E-24   0.35501498046065E-24   0.41853503729088E-24
    10    7    5   0.89221861118948E-25   0.98775551160872E-25   0.11525579801950E-24   0.13522832761358E-24
    10    7    6   0.31202371260411E-25   0.33805030994239E-25   0.38096505029565E-25   0.44925733299796E-25
    10    7    7   0.13077739566772E-25   0.13564911992148E-25   0.14719944650499E-25   0.26130642776870E-25
    10    7    8   0.71997297463538E-26   0.75297780251717E-26   0.10053341342060E-25   0.41447943314838E-25
    10    7    9   0.60259728788952E-26   0.75399171721078E-26   0.16844225632298E-25   0.10761828099537E-24
    10    7   10   0.72362555285538E-26   0.12151730188044E-25   0.45902125693755E-25   0.32343080572540E-24
    10    7   11   0.12529530540241E-25   0.28014687499134E-25   0.13787952600692E-24   0.99706758475468E-24
    10    7   12   0.30097061619636E-25   0.79391657304462E-25   0.43392959797764E-24   0.31687515174654E-23
    10    7   13   0.84791495013262E-25   0.23881903287601E-24   0.13536689428688E-23   0.99152584992466E-23
    10    8    1   0.49472134103111E-23   0.54803474774616E-23   0.64334054050152E-23   0.76055410043517E-23
    10    8    2   0.15537648073279E-23   0.17200057747697E-23   0.20180006997263E-23   0.23850145893256E-23
    10    8    3   0.49898349786014E-24   0.55181096191885E-24   0.64610806734221E-24   0.76325445061466E-24
    10    8    4   0.15934616804008E-24   0.17551201295720E-24   0.20431635949055E-24   0.24093946448888E-24
    10    8    5   0.53792811764065E-25   0.58618066707848E-25   0.66832222658019E-25   0.78473726274236E-25
    10    8    6   0.19769367470468E-25   0.21033243849228E-25   0.22561836799933E-25   0.28121256875008E-25
    10    8    7   0.83410450949046E-26   0.92011082042489E-26   0.97990939565419E-26   0.22046090684370E-25
    10    8    8   0.52855382484399E-26   0.59097895570153E-26   0.79917862377183E-26   0.40117808852502E-25
    10    8    9   0.52025617601820E-26   0.65920246236524E-26   0.14670965403862E-25   0.10381217318173E-24
    10    8   10   0.64331403866908E-26   0.10875578472463E-25   0.40457450817680E-25   0.30461432607688E-24
    10    8   11   0.11042317851897E-25   0.24897629102240E-25   0.12091270308901E-24   0.92674243895236E-24
    10    8   12   0.26167101940626E-25   0.69927700651036E-25   0.37883559944186E-24   0.29364580030430E-23
    10    8   13   0.73196712983137E-25   0.20903473441390E-24   0.11792149591063E-23   0.91856856078342E-23
    10    9    1   0.28931331158211E-23   0.31688924169468E-23   0.36800305097722E-23   0.43502281161246E-23
    10    9    2   0.90990734030393E-24   0.99559028567631E-24   0.11567220852817E-23   0.13662043483836E-23
    10    9    3   0.29310900376720E-24   0.32061670684600E-24   0.37091367236773E-24   0.43943912896376E-24
    10    9    4   0.94570621175240E-25   0.10287910742510E-24   0.11791433932246E-24   0.13946350140577E-24
    10    9    5   0.32852143524189E-25   0.35260449699617E-25   0.39007633681431E-25   0.45930759999135E-25
    10    9    6   0.12934176356484E-25   0.13251571242311E-25   0.13882614630338E-25   0.20113219093375E-25
    10    9    7   0.52959407071504E-26   0.66601244347525E-26   0.70566749570023E-26   0.20290271625863E-25
    10    9    8   0.40675315304656E-26   0.48913434947719E-26   0.66750743376235E-26   0.40502930435873E-25
    10    9    9   0.45982977606413E-26   0.59059703796124E-26   0.13114556943741E-25   0.10305257871618E-24
    10    9   10   0.57998585246031E-26   0.99114369493228E-26   0.36114554472857E-25   0.29361290743717E-24
    10    9   11   0.98445885095404E-26   0.22412727336047E-25   0.10769036002031E-24   0.87558269868727E-24
    10    9   12   0.22995955283388E-25   0.62279615372541E-25   0.33504739651426E-24   0.27490120026202E-23
    10    9   13   0.63863351420530E-25   0.18528605908685E-24   0.10394649162056E-23   0.85787969461700E-23
    10   10    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   10   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    10   11   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    1   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    1   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    2   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    3   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    4   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    5   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    6   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    7   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    8   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2    9   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2   10   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2   11   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2   12   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    2   13   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00   0.00000000000000E+00
    11    3    1   0.71259597141913E-22   0.83924248529635E-22   0.10486407251672E-21   0.12471204855148E-21
    11    3    2   0.22331028414801E-22   0.26299044318579E-22   0.32858148517706E-22   0.39077280957835E-22
    11    3    3   0.71299241164942E-23   0.83958824031853E-23   0.10487765821954E-22   0.12471784524854E-22
    11    3    4   0.22370346120335E-23   0.26332438065284E-23   0.32871374963742E-23   0.39083145503204E-23
    11    3    5   0.71703154590014E-24   0.84291675797636E-24   0.10517762954276E-23   0.12478842431677E-23
    11    3    6   0.22806315530976E-24   0.26676778926294E-24   0.33271448442117E-24   0.39337817515339E-24
    11    3    7   0.76039236091111E-25   0.87938020798504E-25   0.10962615172417E-24   0.13012853334427E-24
    11    3    8   0.27167516883988E-25   0.30642131992404E-25   0.38680779683329E-25   0.57119294628126E-25
    11    3    9   0.12211819890742E-25   0.13938783860277E-25   0.23143982549113E-25   0.79364972857367E-25
    11    3   10   0.86350823773121E-26   0.12363335446677E-25   0.39850276285258E-25   0.21821324548075E-24
    11    3   11   0.11693950315366E-25   0.23283241361380E-25   0.11218682867351E-24   0.66934501364460E-24
    11    3   12   0.26138445223452E-25   0.63396803093824E-25   0.35128869038567E-24   0.21292500481807E-23
    11    3   13   0.72422871828231E-25   0.18969138362073E-24   0.10966334026230E-23   0.66664299540610E-23
    11    4    1   0.41825798958229E-22   0.48662437032371E-22   0.60014887929829E-22   0.71262873720554E-22
    11    4    2   0.13108543491445E-22   0.15250156039700E-22   0.18805775457227E-22   0.22329063120519E-22
    11    4    3   0.41862305426904E-23   0.48693661842854E-23   0.60028877686160E-23   0.71267933675810E-23
    11    4    4   0.13143649330044E-23   0.15279995111082E-23   0.18819020917019E-23   0.22336771268713E-23
    11    4    5   0.42234652049387E-24   0.48992017438945E-24   0.60295086460734E-24   0.71349483024015E-24
    11    4    6   0.13520827099998E-24   0.15588639003193E-24   0.19125347898464E-24   0.22551487760841E-24
    11    4    7   0.45968863824922E-25   0.52202513185375E-25   0.63676544296810E-25   0.75890770173034E-25
    11    4    8   0.17330497052512E-25   0.19076219573257E-25   0.23404722026249E-25   0.39927567356995E-25
    11    4    9   0.85589510201679E-26   0.97297418592097E-26   0.16457633767324E-25   0.66864351523373E-25
    11    4   10   0.67858087672044E-26   0.98030937341589E-26   0.31781344981837E-25   0.19071542844572E-24
    11    4   11   0.95876656211605E-26   0.19148004368663E-25   0.90952338535031E-25   0.58695553294546E-24
    11    4   12   0.21289492917211E-25   0.52161145272806E-25   0.28491654919060E-24   0.18669119039322E-23
    11    4   13   0.58445690949044E-25   0.15564824904049E-24   0.88795675328481E-24   0.58407070751286E-23
    11    5    1   0.24542789247190E-22   0.28207847634475E-22   0.34343624964311E-22   0.40723118037968E-22
    11    5    2   0.76926897430062E-23   0.88405666024291E-23   0.10761779653376E-22   0.12760410917168E-22
    11    5    3   0.24575751130501E-23   0.28235039552756E-23   0.34350840156682E-23   0.40729470424850E-23
    11    5    4   0.77253277908178E-24   0.88675495123980E-24   0.10774793030614E-23   0.12766538384400E-23
    11    5    5   0.24911178283868E-24   0.28507843113270E-24   0.34588504584168E-24   0.40828369068561E-24
    11    5    6   0.80578294071581E-25   0.91476282173662E-25   0.11021969742055E-24   0.12958659899694E-24
    11    5    7   0.28204433660639E-25   0.31381065440552E-25   0.37185822439413E-25   0.44752964196297E-25
    11    5    8   0.11369926684869E-25   0.12266659132828E-25   0.14595614045377E-25   0.30192948197772E-25
    11    5    9   0.62961982479488E-26   0.71577205229189E-26   0.12289817406067E-25   0.59216071664951E-25
    11    5   10   0.55464065295715E-26   0.80680395442798E-26   0.26105136759494E-25   0.17206532094889E-24
    11    5   11   0.80639234650442E-26   0.16135122081017E-25   0.75710059360324E-25   0.52848518908377E-24
    11    5   12   0.17740081390961E-25   0.43784386823262E-25   0.23724329688247E-24   0.16797711929527E-23
    11    5   13   0.48281668904498E-25   0.13012867103276E-24   0.73879579680663E-24   0.52583572197899E-23
    11    6    1   0.14398526111453E-22   0.16347604144737E-22   0.19652172723920E-22   0.23271479238700E-22
    11    6    2   0.45139384024312E-23   0.51240579152660E-23   0.61586386145567E-23   0.72929621250655E-23
    11    6    3   0.14429647126857E-23   0.16372174019396E-23   0.19664220151797E-23   0.23277453516158E-23
    11    6    4   0.45443083164241E-24   0.51493916824897E-24   0.61760101175039E-24   0.73020504245547E-24
    11    6    5   0.14731043598504E-24   0.16624491129653E-24   0.19865310895381E-24   0.23411005979795E-24
    11    6    6   0.48420326027928E-25   0.54041823260723E-25   0.63796305849351E-25   0.74849849052371E-25
    11    6    7   0.17702374215347E-25   0.19229407675365E-25   0.21902285708043E-25   0.27611363200999E-25
    11    6    8   0.77706192332186E-26   0.81463501722115E-26   0.95567557097610E-26   0.24772422742639E-25
    11    6    9   0.48585438231041E-26   0.55496925137703E-26   0.96064471247313E-26   0.53976092708565E-25
    11    6   10   0.46853920654337E-26   0.68691796487600E-26   0.22039712000434E-25   0.15781010267885E-24
    11    6   11   0.69260553062150E-26   0.13909636581817E-25   0.64308992864678E-25   0.48282497361342E-24
    11    6   12   0.15064809934979E-25   0.37496237281601E-25   0.20123769744723E-24   0.15299612943685E-23
    11    6   13   0.40622123983596E-25   0.11094207306179E-24   0.62720820390116E-24   0.47871087783645E-23
    11    7    1   0.84431056588434E-23   0.94678855351969E-23   0.11247033264077E-22   0.13297687530662E-22
    11    7    2   0.26479279732344E-23   0.29681688669896E-23   0.35255763711725E-23   0.41682224286599E-23
    11    7    3   0.84730410227811E-24   0.94909338519854E-24   0.11264225876888E-23   0.13313384814762E-23
    11    7    4   0.26758943395513E-24   0.29922243593394E-24   0.35428944271365E-24   0.41836651144073E-24
    11    7    5   0.87461778972273E-25   0.97288158308986E-25   0.11433745449386E-24   0.13464886134114E-24
    11    7    6   0.29462867527079E-25   0.32260188735349E-25   0.37109738180599E-25   0.43535259515323E-25
    11    7    7   0.11397302461891E-25   0.12130343861105E-25   0.13104087653607E-25   0.18987081861029E-25
    11    7    8   0.53374568224784E-26   0.56583358757929E-26   0.66417662624788E-26   0.22071640632683E-25
    11    7    9   0.39038750605608E-26   0.44977102375361E-26   0.78774483698727E-26   0.51171089266155E-25
    11    7   10   0.40657248859537E-26   0.59983613795876E-26   0.19035218004525E-25   0.14820705529164E-24
    11    7   11   0.60518176320720E-26   0.12221673185479E-25   0.55575323159155E-25   0.44673037893681E-24
    11    7   12   0.12990141079086E-25   0.32647886070823E-25   0.17346992489998E-24   0.14093494183145E-23
    11    7   13   0.34693670454727E-25   0.96061943015487E-25   0.53924459603419E-24   0.44015891229103E-23
    11    8    1   0.49457133519572E-23   0.54790701302356E-23   0.64331214025006E-23   0.76049955818563E-23
    11    8    2   0.15521904073729E-23   0.17186504257476E-23   0.20173473894955E-23   0.23858433876016E-23
